Predicted Label,Confidence Score
1,0.7533857710709787
0,0.7067219362050651
1,0.6603392722417194
0,0.7569535501003299
1,0.7406128679085522
1,0.8335199959479938
0,0.7240757401222325
1,0.7607301658546931
0,0.9077642211652632
0,0.6841132662386569
0,0.778204456774875
1,0.8025393040902153
1,0.6966217903165934
1,0.6442104377896887
0,0.7266425451437979
0,0.7036743879138425
0,0.17282496304926187
0,0.5321715194407421
0,0.8742262052433779
1,0.7793866306565216
0,0.4986584567938587
0,0.812097842830781
0,0.7155939708805203
0,0.6441903799153251
1,0.8090740625260715
1,0.5441392139633447
0,0.7350505479074385
0,0.6499721352601998
0,0.6253159267168024
1,0.5027557489613765
1,0.85836055045993
1,0.838098695210384
1,0.6247609172626123
1,0.6999103740447398
0,0.7058299124997299
0,0.860512932136414
0,0.7102135309971834
0,0.8953814187730476
0,0.7628684827503365
1,0.5124119721841014
0,0.6227451094384984
0,0.716503461437056
0,0.8420933599925209
0,0.8246578487483043
0,0.3329564868706386
1,0.7992623069340777
0,0.4029947016669967
0,0.7549633585033071
1,0.5826548407210749
0,0.5370920440378875
0,0.8463171060476182
1,0.7978513890463064
1,0.6754642396702806
0,0.7186696451407504
1,0.5153497745002126
1,0.7377431888794163
1,0.5784777289009498
0,0.8373117339148509
0,0.5158046106230815
1,0.5042361014285373
0,0.49442560365215527
1,0.8442677416496871
1,0.7741867839267109
1,0.6643279987359108
0,0.5250862723671443
0,0.5958141755631821
0,0.7658346480465996
0,0.5761587949869328
1,0.7379263925924666
0,0.7628693378088475
1,0.7434309712203763
0,0.6226423630568354
0,0.8908587805995903
1,0.5665890693135116
0,0.813612936901791
1,0.7447874178372783
1,0.8215700813077466
0,0.57291052851618
0,0.6001893466621839
1,0.5825851539448976
0,0.5107309098261076
1,0.713198031093937
0,0.7927260020268045
1,0.7061143415634826
1,0.6332789444053386
0,0.8591967976657026
0,0.6809039707586064
0,0.8415399875337728
0,0.653189487760516
0,0.5141284674640287
1,0.8168193119708009
0,0.6114806274322857
0,0.6523091368088805
1,0.7355623421754656
1,0.7888687005844492
1,0.6609142687540963
0,0.7385077446490096
0,0.8508482490527498
1,0.8025448519609004
0,0.6985952557447435
1,0.6638670588464939
0,0.613180034483142
0,0.7114432449897288
0,0.7349940637404582
0,0.5885151202697592
1,0.7438212107531355
0,0.9076104229759204
0,0.6181402197341666
1,0.8537544871342871
1,0.7088481844235873
0,0.7539853286360851
1,0.9343875391240172
1,0.4002325838340445
1,0.5840336603700115
1,0.8501356189704847
0,0.7210880140924391
1,0.5875678115660692
0,0.6557588829285047
0,0.7714811759136275
0,0.9081760631127365
0,0.6774841536369635
1,0.854079906535983
0,0.6470053720168676
0,0.7891492125227375
1,0.5005811417003836
1,0.7012874963712483
0,0.6652224855554294
1,0.6921529751729284
1,0.7540755510368683
0,0.861486658426257
0,0.7745826207335516
1,0.8245660268342573
0,0.40515838593126907
0,0.5776924647336752
1,0.48035188381744587
0,0.7875515286980339
1,0.9886630569321078
0,0.9462806989154394
0,0.9421146767658819
0,0.7125163219675233
0,0.4789170952443489
1,0.11045646104538553
0,0.8318100151822535
0,0.6077162508331364
0,0.6541174869598345
1,0.7271251349658785
0,0.6174441448442147
0,0.6075008178951862
0,0.553994634897323
0,0.6283019862634542
0,0.4049251629270123
1,0.5803549338752267
0,0.7713270673900862
0,0.5139217238487319
0,0.961298987574827
0,0.8352911591495309
1,0.7673446240911455
1,0.36285075968553193
0,0.4975251751818067
0,0.4359472820474528
1,0.7365292338494775
0,0.6177692031987835
0,0.8384038289004472
0,0.7304119794689798
1,0.7043697801167448
1,0.6181046983926024
1,0.791231535970486
0,0.7934776051378997
0,0.6679975324803793
0,0.7996879152384995
0,0.6934950314711827
1,0.8786030448192028
0,0.8458500850466752
0,0.6898054738586673
1,0.8961439396072948
0,0.5210701029774135
0,0.7663544482403302
0,0.9294237091071602
1,0.7081704135966246
1,0.7004072316479142
0,0.8815161483959355
0,0.9843096281573144
0,0.7151425512852505
0,0.8018398186316823
0,0.6612488035520028
1,0.8388550358390585
0,0.7183389481565093
0,0.553133363003848
1,0.9457556937248797
0,0.5220822890968587
1,0.8630164758675075
0,0.6715248099892923
1,0.5674808698702742
1,0.8534715355737102
1,0.734359689113169
0,0.9325756813773408
1,0.645021526671079
0,0.8568921113318684
0,0.9145425478554314
1,0.6841393812253646
1,0.8016796831090919
0,0.5976911322804486
1,0.7968420463421853
1,0.5653966743013494
0,0.8899580493548405
1,0.933531433787156
1,0.7661218945682352
1,0.7493318072035744
1,0.9076698353608
0,0.8606954039477573
0,0.6780117081906989
1,0.4413089474550478
0,0.7641998247624547
1,0.683763700264769
0,0.7691086193460832
0,0.9373440358938228
1,0.8370699386784347
1,0.7253175651853474
1,0.7755120091232786
0,0.5986591936322986
1,0.8018218342483872
0,0.648983142782795
0,0.7762621720418215
1,0.8141419858277412
1,0.7961503283260578
1,0.18659838189869593
1,0.8029542170102402
0,0.7693877023840965
0,0.42664902415240324
1,0.8099155954051085
1,0.6478747478215917
0,0.8083769450392462
0,0.8010761397187145
0,0.8736697966382979
1,0.677431627246603
1,0.9734344325888494
1,0.5245069329729238
0,0.8057471590839163
0,0.6327729933405082
0,0.7134008039235399
0,0.7446163298460744
0,0.805132984241372
0,0.5225878113721323
1,0.4264556590962091
1,0.7999420384061102
1,0.6609878311160259
1,0.8899862270668044
0,0.6883536591669766
1,0.3640807704509317
0,0.8911415913754434
1,0.596107606315682
1,0.5584939974789016
0,0.57255003795235
0,0.7218393218173857
0,0.5404023718372742
0,0.6595599124235731
0,0.5121368495726577
0,0.7097838933003071
0,0.4670326696289506
0,0.7571197469532794
0,0.788981686787713
0,0.7466691562950355
1,0.6326444425835971
1,0.7730153971481915
1,0.6289594253835922
0,0.7592877504264989
0,0.554546596299001
0,0.7576892288308431
0,0.7036698389558682
0,0.6561266632425686
0,0.6195779733350248
1,0.7762740911232335
0,0.21518872216109597
0,0.6926151167959453
1,0.890933218568922
0,0.6118459088469035
0,0.41519491648871965
1,0.7796151878073944
0,0.6559483589963792
0,0.8663460398616136
1,0.49390836822941186
0,0.5285014095908449
0,0.7907208712673806
1,0.7549501616438868
1,0.6963166654453511
1,0.6840551286433473
0,0.8051378201891223
1,0.8087504759689583
0,0.7303862327310107
0,0.821888644151765
0,0.6704112270641678
0,0.7597835013180871
1,0.9252499173901669
1,0.9692654574303619
1,0.751183645559938
1,0.6921100233635509
1,0.7791574591500146
1,0.854104516058972
0,0.49785960486466097
0,0.6902044779391175
0,0.6496208938916807
1,0.7216754120092149
0,0.7474375610100072
0,0.42967417210703096
